County,District,Exemp_12.13,Exemp_13.14,Exemp_14.15,Exemp_15.16,Exemp_16.17,Exemp_17.18,Type,Pop_16
hidalgo,st. john's episcopal school mcallen,NA,0,0.54,0.48,0.51,0.71,o,NA
hidalgo,st. matthew's episcopal school edinburg,0,0,NA,NA,NA,NA,o,NA
hidalgo,st. paul lutheran school mcallen,1.33,0,0,0.75,0,0,o,227
hidalgo,technology education charter high school,0.11,0.41,0,0.54,NA,NA,o,NA
hidalgo,valley grande adventist academy,2.03,NA,1.32,NA,NA,NA,o,NA
hidalgo,valley view isd,0,0,0,0,0,0,h,4534
hidalgo,vanguard academy,0.32,0.05,0.17,0.05,0.04,0.27,i,2883
hidalgo,weslaco isd,0.03,0.06,0.07,0.05,0.12,0.13,d,17413
hill,abbott isd,0,0,0.4,0.37,0.35,0.69,h,284
hill,aquilla isd,0,1.5,0,0,0.74,1.29,h,279
hill,blum isd,1.96,1.5,1.42,1.5,1.09,0.9,h,396
hill,bynum isd,1.9,1.56,1.02,0.49,0.59,0.56,h,179
hill,covington isd,0.83,1.21,1.84,1.68,1.84,0.37,h,286
hill,hillsboro isd,0.25,0.1,0.1,0.2,0.33,0.25,e,2105
hill,hubbard isd,NA,0,0,0,0,0,h,389
hill,itasca isd,1.15,NA,0.64,1.1,0.94,1.05,h,683
hill,malone isd,0,0,0,0,0,0,h,138
hill,mount calm isd,0,0,0.71,0.61,0.91,0.61,h,185
hill,penelope isd,0,0,0,0.59,0.5,0.47,h,225
hill,whitney isd,1.1,0.68,0.62,0.56,0.97,1.59,e,1506
hockley,anton isd,0,0,0,0,0.44,0,h,243
hockley,levelland isd,0.1,0.19,0.25,0.32,0.33,0.23,g,3011
hockley,ropes isd,0,0,0,0.93,1.44,1.78,h,376
hockley,smyer isd,1.3,1.52,NA,0.73,1.45,1.22,h,434
hockley,sundown isd,1.97,1.16,1.31,1.52,2.15,0.64,h,668
hockley,whitharral isd,3.11,2.87,2.2,1.64,3.41,2.72,h,176
hood,cornerstone christian academy granbury,NA,13.66,3.92,NA,18.25,10.85,o,NA
hood,granbury isd,1.36,0.39,0.99,1.67,1.87,1.82,d,7048
hood,happy hill farm academy,2.48,1.71,1.2,1.23,NA,2.75,o,NA
hood,lipan isd,0.31,0.3,0.62,0.84,0.28,0.27,h,379
hood,tolar isd,1.31,1.87,2.11,2.82,2.99,3.61,e,791
hopkins,como-pickton cisd,0.42,0.28,0.14,0.14,0,0,h,759
hopkins,cumby isd,NA,0.28,NA,2.08,1.42,NA,h,377
hopkins,miller grove isd,2.38,3.98,2.4,1.98,3.19,2.33,h,316
hopkins,north hopkins isd,0.23,0.21,0.38,0.4,0.42,0.62,h,516
hopkins,saltillo isd,2.1,0.84,0.78,0.82,0.44,1.27,h,248
hopkins,sulphur bluff isd,0,0.86,0.98,NA,0.48,0.95,h,217
hopkins,sulphur springs isd,0.4,0.49,0.53,0.74,1.02,1.13,e,4411
houston,crockett isd,0,0,0.08,0.23,0.16,0.4,g,1388
houston,grapeland isd,0.22,0.43,0.22,1.11,1.72,1.46,h,505
houston,kennard isd,0.36,0.35,0,0,0,0,h,257
houston,latexo isd,0.22,0.21,0.37,0.21,0.63,1.77,h,500
houston,lovelady isd,0.41,0.2,0.19,1.56,1.85,2.15,h,534
howard,big spring isd,0.29,0.42,0.39,0.42,0.52,0.47,e,3917
howard,coahoma isd,0.36,0.93,1.6,1,1.11,1.13,g,925
howard,forsan isd,0.89,1.15,1.78,1.93,2.57,2.48,h,757
hudspeth,dell city isd,NA,NA,0,0,NA,NA,h,72
hudspeth,ft hancock isd,0,0,0,0,0,0,h,410
hudspeth,sierra blanca isd,0,0,NA,0,3.31,0.94,h,123
hunt,bland isd,1.02,1.74,1.77,1.36,1.8,1.53,h,666
hunt,boles isd,0,0.4,1.05,0.81,0.4,0.79,h,531
hunt,caddo mills isd,0.6,0.99,1.1,1.22,1.26,1.31,g,1698
hunt,campbell isd,1.46,1.82,1.12,1.44,0.3,0,h,334
hunt,celeste isd,0.87,0.46,0.69,0.43,0.62,0.21,h,510
hunt,commerce isd,1.07,1.12,1.08,1.04,1.17,1.18,g,1606
hunt,greenville christian school,1.02,1.06,1.88,2.3,0.93,3.56,o,203
hunt,greenville isd,0.24,0.37,0.38,0.43,0.58,0.82,e,5360
hunt,lone oak isd,0.53,0.32,0.21,0.1,0.48,1.15,g,1032
hunt,phoenix charter school,2.1,2.3,2.34,NA,NA,NA,i,NA
hunt,quinlan isd,0.51,0.7,0.8,1.04,0.94,0.94,d,2627
hunt,wolfe city isd,0.33,0,0,0.31,0.47,0.47,h,661
hutchinson,borger isd,0.35,0.53,0.87,0.78,0.77,0.96,g,2791
hutchinson,plemons-stinnett-phillips cisd,0.64,1.66,1.4,1.63,NA,1.89,h,694
hutchinson,sanford-fritch isd,0.48,0.38,0.12,0.54,NA,1.89,g,742
irion,irion county isd,1.33,1.24,1.8,0.62,0.77,1.08,h,260
jack,bryson isd,0.88,0,0,0.76,NA,NA,h,263
jack,jacksboro isd,0.74,0.31,0.21,0.43,0.51,0.29,g,1007
jack,perrin-whitt cisd,0.27,0.31,1.22,1.69,2.51,3.02,h,359
jackson,edna isd,0.32,0,0.13,0.13,0.07,0.06,g,1556
jackson,ganado isd,0.44,0.56,0.65,0.67,0.8,0.54,h,783
jackson,industrial isd,0.78,0.85,0.93,1.01,1.61,1.39,g,1212
jasper,buna isd,0.39,0.68,1.2,0.42,1.24,2.37,g,1459
jasper,evadale isd,0,0.22,0,0.85,0,0,h,495
jasper,jasper isd,0,0.12,0,0.04,0.17,0.28,e,2464
jasper,kirbyville cisd,1.73,0.97,0.86,1.74,2.48,2.63,g,1537
jeff davis,ft davis isd,2.1,3.46,2.43,0,0,3.69,h,228
jeff davis,the high frontier,NA,NA,NA,1.33,1.54,NA,o,NA
jefferson,all saints episcopal school beaumont,0,0.32,0.28,NA,NA,2.39,o,NA
jefferson,beaumont isd,0.16,0.27,0.3,0.4,0.34,0.47,c,19204
jefferson,bob hope school,0,0,0,NA,0,0,i,850
jefferson,ehrhart school,0.92,NA,0,0,0,0,i,357
jefferson,hamshire-fannett isd,0.95,1.21,1.02,1.41,1.51,2.13,d,1838
jefferson,harmony science acad (beaumont),2.01,1.26,NA,1.52,NA,NA,o,NA
jefferson,legacy christian academy beaumont,0.86,1.09,1.02,0.79,1.73,1.89,o,296
jefferson,nederland isd,0.52,0.52,0.6,0.46,0.57,0.9,d,5254
jefferson,port arthur isd,0,0,0,0.01,0.01,0.05,d,8898
jefferson,port neches-groves isd,0.84,0.99,1.2,1.65,1.44,1.57,d,5025
jefferson,sabine pass isd,0.31,0.28,0.26,0,0.83,0,f,380
jefferson,st anne catholic sch,0,0,0.2,0.2,0.2,0.39,o,557
jefferson,st anthony cathedral sch,0,0,0,NA,NA,NA,o,NA
jefferson,st catherine of siena sch,0.61,0,0,0,0,0,o,189
jefferson,tekoa academy of accelerated studies,NA,0,0,0,0.53,0.24,o,NA
jim hogg,jim hogg county isd,0.28,0.29,0.18,0.09,0,0.09,g,1156
jim wells,alice isd,0.02,0.02,0.1,0.16,0.1,0.25,e,5135
jim wells,ben bolt-palito blanco isd,0,0,0.17,0.18,0.2,0.2,h,579
jim wells,orange grove isd,0.28,0.28,0.16,0.16,0.49,0.17,g,1948
jim wells,premont isd,0,0,0.2,0.2,0.21,0,h,483
jim wells,st. elizabeth school,0,0,0,0,0,0,o,154
johnson,alvarado isd,0.12,0.11,0.14,0.19,0.13,0.99,d,3724
johnson,burleson adventist sch,8.6,2.02,7.92,4.27,3.64,3.74,o,115
johnson,burleson isd,1.06,1.31,1.35,1.44,1.75,1.72,c,11896
johnson,chisholm trail acad,4.86,6.02,5.45,12.12,7.24,12.75,o,171
johnson,cleburne isd,0.39,0.71,0.5,0.63,0.83,0.84,d,6774
johnson,godley isd,0.31,0.52,0.91,1.24,0.95,2.18,b,1894
johnson,grandview isd,1.49,0.91,1.14,2.49,1.95,2.17,g,1175
johnson,holy cross christian academy,NA,NA,4.17,9.32,12.05,10.59,o,NA
johnson,joshua adv multi-gr sch,NA,NA,NA,26.67,32.53,26.39,o,NA
johnson,joshua christian academy,NA,NA,NA,7.61,10.64,12.26,o,NA
johnson,joshua isd,0.74,0.53,0.64,1.09,1.55,1.85,d,5307
johnson,keene adventist el,NA,3.76,3.96,1.6,5.43,5.59,o,NA
johnson,keene isd,1.63,2.9,2.99,3.08,2.84,3.63,g,1058
johnson,rio vista isd,0.38,0.36,0.14,0.14,0,0.71,h,741
johnson,venus isd,0.05,0.11,0.26,0.3,NA,0.34,d,2080
jones,anson isd,0.15,0.14,0,0.15,0.14,0,h,753
jones,hamlin isd,0,0,0.23,0.52,0.53,0.8,h,413
jones,hawley isd,0.14,0.43,0.92,0.96,1.61,1.27,h,745
jones,lueders-avoca isd,0,0,1.89,2.59,2.04,1.05,h,108
jones,stamford isd,0.89,0.31,0,0,0,0,h,659
karnes,falls city isd,2.51,2.25,2.79,1.68,1.11,1.97,h,364
karnes,karnes city isd,0.2,0.28,0.39,0.3,0.39,0.37,g,1073
karnes,kenedy isd,0,0,0,0,0.14,0.13,h,795
karnes,runge isd,0,0,0,0,0.73,0,h,291
kaufman,crandall isd,0.2,0.59,0.45,0.69,0.69,0.98,b,3753
kaufman,forney isd,0.79,0.84,0.91,0.98,0.88,1.27,b,9705
kaufman,kaufman isd,0.21,0.18,0.21,0.49,0.75,0.69,d,3848
kaufman,kemp isd,0.51,0.29,0.43,0.83,1.3,1.95,d,1542
kaufman,poetry community christian schools,NA,NA,NA,NA,12.03,NA,o,NA
kaufman,scurry-rosser isd,0.6,0.52,0.6,0.3,0.69,0.58,d,1014
kaufman,terrell isd,0.33,0.07,NA,0.15,0.22,0.31,c,4400
kendall,boerne isd,1.84,2.14,NA,2.46,2.68,3.08,b,8300
kendall,comfort isd,0.9,1.25,0.8,1.51,1.85,1.74,e,1133
kendall,geneva school of boerne,6.54,6.68,5.87,3.87,5.69,3.77,o,525
kendall,hill country montessori school,13.04,13.43,NA,NA,NA,NA,o,NA
kendall,meadowland charter school,0,0,NA,0,0,0,i,NA
kendall,summit christian academy,NA,NA,NA,NA,14.14,9.43,o,NA
kenedy,kenedy county wide csd,0,0,NA,0,NA,NA,h,75
kent,jayton-girard isd,1.48,1.56,2.65,2.65,0,NA,h,128
kerr,center point isd,0.78,0.86,0.84,0.75,0.53,0.74,h,594
kerr,hunt isd,5.58,5.14,3.13,3.36,5.99,10.67,h,167
kerr,ingram isd,NA,0.98,1.37,0.9,1.09,1.84,g,1097
kerr,kerrville isd,1.27,1.33,1.46,1.79,1.74,1.84,e,4991
kerr,notre dame catholic sch,0,0,1.69,0,0,0,o,118
kerr,our lady of the hills regional catholic,0,0,0.92,0,0,0,o,108
kimble,junction isd,0.63,0.16,0.48,0,0,0.87,h,633
king,guthrie csd,0,0,0.89,0.87,2.8,NA,h,112
kinney,brackett isd,0.68,0,0.62,0,0,0,h,620
kleberg,kingsville isd,0.48,0.61,0.67,0.29,0.4,0.53,e,3422
kleberg,presbyterian pan american school,NA,NA,NA,0,0,0,o,NA
kleberg,ricardo isd,1.13,1.09,1.28,1.63,0.78,1.27,h,710
kleberg,riviera isd,0.23,0.24,0.24,0.71,1.04,0.95,h,401
kleberg,santa gertrudis isd,0.2,0.39,0.37,0.15,0.34,0.57,f,736
kleberg,st gertrude sch,NA,0,NA,0,0,0,o,NA
knox,benjamin isd,0,0,0,0,0,0.91,h,100
knox,knox city-o'brien cisd,0.68,0.66,0,0,0,0,h,313
knox,munday cisd,0,0.53,0.5,0.49,0.58,0.27,h,394
lamar,chisum isd,0.36,0.33,0.33,1.16,1.41,NA,g,922
lamar,north lamar isd,0.39,0.45,NA,0.44,0.73,1.14,e,2701
lamar,paris isd,0.03,0,0.28,0.15,0.06,0.26,e,3642
lamar,prairiland isd,0.66,0.75,1.03,1.04,1.32,1.73,g,1128
lamar,roxton isd,0,0.62,0,2.08,2.52,3.36,h,180
lamar,trinity christian academy paris,NA,NA,NA,23.86,25,19.39,o,NA
lamb,amherst isd,0.67,0,0,0,0,0,h,161
lamb,littlefield isd,0,0,0.07,0,0.31,0.08,g,1394
lamb,olton isd,0,0,0,0,0,0.98,h,609
lamb,springlake-earth isd,0,0,NA,0,0,0,h,378
lamb,sudan isd,0.23,0,NA,0.44,0.36,0.68,f,462
lampasas,lampasas isd,0.84,5.41,1.19,1.51,1.8,2.08,d,3370
lampasas,lometa isd,0.73,0.96,1.12,0.97,1.09,1.21,h,275
lasalle,cotulla isd,0.34,0.22,NA,0.31,0.31,0.15,d,NA
lavaca,ezzell isd,NA,NA,12.86,9.3,4.44,6.93,h,102
lavaca,hallettsville isd,NA,NA,0.41,0.48,0.56,NA,g,1124
lavaca,moulton isd,0,1.02,0,0.33,0,0,h,294
lavaca,sacred heart,0,0,0,0,0,0,o,309
lavaca,shiner catholic school,0,0,0,0,0,NA,o,322
lavaca,shiner isd,0,0.53,NA,0.35,0.33,0.32,h,641
lavaca,st joseph elementary sch,0,0,0,0,0,0,o,144
lavaca,sweet home isd,1.39,1.37,1.95,1.33,2.84,0.7,h,154
lavaca,vysehrad isd,0,0,0,1.05,1.98,1.68,h,113
lavaca,yoakum isd,0,0.07,0.06,0.13,0.33,0.33,g,1621
lee,dime box isd,0,0,0,0,0,0,h,171
lee,giddings isd,0.16,0.49,0.43,0.65,0.71,0.42,g,1929
lee,giddings state school,NA,NA,0,0.51,NA,NA,o,NA
lee,immanuel lutheran school giddings,5.3,4.03,2.16,2.5,1.88,2.7,o,204
lee,lexington isd,0.45,0.42,1.06,0.94,0.5,2.15,g,986
lee,st. paul serbin lutheran school giddings,0,0,0,0,0,0,o,115
leon,buffalo isd,0,0,0,0,0.45,0.91,g,950
leon,centerville isd,0.9,0.73,0.59,0.45,0.91,0.56,h,650
leon,leon isd,0.14,0.14,0.27,0.13,0.91,0.67,h,772
leon,normangee isd,0.41,0.61,0,0.36,0.75,1.15,h,569
leon,oakwood isd,NA,1.42,1.22,1.23,1.89,1.68,h,186
liberty,cleveland isd,0.22,0.21,0.18,0.12,0.33,0.45,d,4728
liberty,dayton isd,0.35,0.22,0.44,0.57,0.66,0.81,e,5403
liberty,devers isd,1.84,NA,NA,3.51,2.42,2.48,h,182
liberty,hardin isd,0.66,0.23,0.3,0.82,0.54,0.5,g,1484
liberty,hull-daisetta isd,0,0.42,0.44,0.22,0.64,0.42,h,467
liberty,liberty isd,0.19,0.38,0.24,0.23,0.19,0.52,g,2143
liberty,tarkington isd,0.11,1.33,0.59,1.17,1.22,1.73,g,1852
limestone,coolidge isd,0,0,0,0,0,0,h,318
limestone,groesbeck isd,0.29,0.27,0.33,0.27,0.42,0.81,g,1889
limestone,mexia isd,0,NA,0.27,0.43,0.34,0.17,g,1821
lipscomb,booker isd,0,0,0,0,0,0.27,h,397
lipscomb,darrouzett isd,0,0,NA,NA,0,NA,h,123
lipscomb,follett isd,NA,1.67,1.8,0,0,0,h,155
lipscomb,higgins isd,0,0.76,0,0.72,0.81,1.72,h,137
live oak,george west isd,0.63,0.35,0.35,0.09,0.19,0.55,g,1082
live oak,three rivers isd,0.32,0.49,0.72,0.74,0.76,0.76,h,699
llano,llano isd,1.21,1.19,1.39,1.38,1.35,1.28,g,1859
lubbock,all saints episcopal school lubbock,0.85,1.04,1.78,1.78,1.72,1.95,o,325
lubbock,christ the king cathedral sch,0,0,0,0,0,0,o,335
lubbock,frenship isd,0.28,0.56,0.95,0.97,1.36,1.33,d,9422
lubbock,idalou isd,0.32,0.61,0.96,0.31,1.01,1.45,d,1026
lubbock,kingdom preparatory school,NA,10.95,10.31,16.16,19.41,20.74,o,NA
lubbock,lubbock-cooper isd,1.28,1.34,1.55,1.91,2.05,1.72,d,5969
lubbock,lubbock christian elementary,2.32,1.21,4.66,3.79,6.74,NA,o,344
lubbock,lubbock isd,0.53,0.63,0.62,0.69,0.73,0.82,c,28515
lubbock,new deal isd,0.28,0,0,0.58,1.57,1.39,h,803
lubbock,rise academy,NA,NA,1.13,0,0,0,i,274
lubbock,roosevelt isd,0.99,0.89,1.09,0.87,0.99,1.35,d,1064
lubbock,shallowater isd,0.77,0.73,0.89,0.78,1.2,1.29,d,1675
lubbock,slaton isd,0.08,NA,0.08,0.08,0.08,0.17,g,1250
lubbock,south plains academy,NA,NA,0.49,NA,NA,NA,o,NA
lubbock,southcrest christian school,NA,8.22,10.4,10.71,12.35,11.55,o,NA
lubbock,the sharp academy,NA,NA,NA,NA,3.08,NA,o,NA
lubbock,trinity christian schools,5.39,4.81,3.98,5.13,7.05,7.15,o,320
lynn,new home isd,1.24,1.85,2.78,1.15,1.54,1.91,h,423
lynn,o'donnell isd,0.69,0.36,0.33,0.65,0.71,0.98,h,293
lynn,tahoka isd,1.25,0.34,0.68,1,0.68,1.75,h,589
lynn,wilson isd,0,2.38,0,0,0,0,h,120
madison,madisonville cisd,0.4,0.46,0.51,0.46,0.46,0.78,g,2319
madison,north zulch isd,0.31,NA,0.3,0,0,0.3,h,365
marion,jefferson isd,0,0.18,0.17,0,0.84,1.08,g,1262
martin,grady isd,1.28,2.18,3.23,4.33,3.69,3.39,h,264
martin,stanton isd,0.24,0.35,NA,0,0,0.6,d,983
mason,mason isd,0.92,1.36,1.9,1.89,1.35,2.17,h,707
matagorda,bay city isd,0.44,0.73,0.56,0.89,0.72,0.7,e,3726
matagorda,holy cross school,0,0,0,0,NA,NA,o,NA
matagorda,matagorda isd,1.26,0,0,0,0,2.05,h,173
matagorda,palacios isd,0.64,0.7,0.87,0.81,0.94,1.26,g,1446
matagorda,tidehaven isd,0,0,0,0,0.36,0.55,h,873
matagorda,van vleck isd,0.55,0.55,0.33,0.41,0.68,1.35,g,1046
maverick,eagle pass isd,0.03,0.06,0.03,0.03,0.07,0.05,d,14831
maverick,our lady of refuge school,0,0,0,0,0,0,o,319
mcculloch,brady isd,0.59,0.4,0.68,0.41,0.35,0.82,g,1213
mcculloch,lohn isd,0,0,0,0,0,0,h,96
mcculloch,rochelle isd,0,0,0,0.99,0.57,0,h,189
mclennan,axtell isd,0,0,0,0,0.27,0.58,h,790
mclennan,bosqueville isd,0.34,0.17,0,0.33,0.32,1.2,f,681
mclennan,bruceville-eddy isd,0.38,0.39,0.38,0.39,0.56,0.44,h,724
mclennan,china spring isd,0.56,1.12,1.2,0.71,1.02,1.38,d,2696
mclennan,connally isd,0.05,0.09,0.15,0.12,0.04,0.04,d,2363
mclennan,crawford isd,0.52,0.35,0.35,0,0.18,0.92,h,549
mclennan,first woodway christian school,3.85,NA,NA,NA,0.68,4.38,o,NA
mclennan,gholson isd,NA,NA,0,NA,0,0,h,254
mclennan,hallsburg isd,NA,0,NA,0,3.18,NA,h,179
mclennan,la vega isd,0,0,0.14,0.16,0.23,0.06,d,3116
mclennan,live oak classical school,NA,1.53,1.42,2.99,1.53,2.53,o,NA
mclennan,lorena isd,1.06,1,0.93,0.97,1.77,1.58,g,1696
mclennan,mart isd,0.38,0,0,0,0,0,h,527
mclennan,mcgregor isd,0.08,0.21,0.22,0.38,0.48,0.36,g,1461
mclennan,midway isd,0.45,0.3,0.59,0.5,0.67,0.89,h,7898
mclennan,moody isd,0,0,0,0,0,1.31,h,669
mclennan,rapoport academy public school,0,0,0.38,0,0,0,i,818
mclennan,reicher catholic h s,0,0,NA,0,0,0,o,NA
mclennan,riesel isd,0,0.35,0.52,0.52,0.34,0.48,h,617
mclennan,robinson isd,0.22,0.45,0.3,0.52,0.66,0.46,d,2302
mclennan,st louis catholic sch,0,0.36,0,0,0,0,o,312
mclennan,st mary's school,0,0,0,0,0,0,o,138
mclennan,st. paul's episcopal day school waco,4.35,5.13,2.53,2.33,0,0,o,150
mclennan,texas christian academy,2.15,3.23,NA,NA,NA,NA,o,NA
mclennan,vanguard college preparatory school,1,2.67,2.35,1.82,3.14,NA,o,222
mclennan,waco baptist academy,4.9,7.55,4.85,4,3.23,0,o,141
mclennan,waco charter school,0,0,0,0,0,0,i,205
mclennan,waco isd,0.05,0.1,0.05,0.14,0.21,0.23,c,15081
mclennan,west isd,0.22,0.29,0.32,0.25,0.55,1.1,g,1332
mcmullen,mcmullen county isd,0.88,0,0.4,0.81,1.21,0.41,h,265
medina,d'hanis isd,0.31,0.31,0.3,0,1.11,1.09,h,380
medina,devine isd,0.26,0.32,0.27,0.42,0.21,0.47,g,1983
medina,hondo isd,0.14,0.24,0.63,0.25,0.2,0.15,e,2046
medina,medina valley isd,0.48,0.51,0.49,0.44,0.35,0.59,b,4705
medina,natalia isd,0.1,0,0,0.1,0.2,0,g,1085
menard,menard isd,0,0,0,0.71,0.36,0,h,294
midland,greenwood isd,0.33,0.45,0.61,0.42,0.97,0.92,d,2519
midland,hillcrest school,NA,NA,NA,0,0,8.33,o,NA
midland,midland academy charter school,0.45,0.22,0.76,0.52,1.26,0.52,i,428
midland,midland christian elementary school,2.2,2.61,2.29,2.72,3.1,NA,o,81
midland,midland isd,0.31,0.49,0.32,0.51,0.68,0.66,c,24692
midland,st ann's el sch,0,0,0,0,0,0,o,390
midland,trinity school of midland,0.69,1.32,1.08,5.58,3.1,2.47,o,575
milam,buckholts isd,0,0,0,0,0,1.38,h,137
milam,cameron isd,0.62,0.33,NA,0.34,0.47,0.12,e,1868
milam,gause isd,0,0,0,0,0,NA,h,174
milam,milano isd,1.03,0.47,0.93,0.97,1.01,0.23,h,412
milam,rockdale isd,0.53,0.4,0.49,0.68,0.41,0.96,e,1540
milam,st paul lutheran,1.11,4.17,4.59,4.95,3.81,6.1,o,96
milam,thorndale isd,0.36,0.67,1.49,1.57,1.43,0.73,h,578
mills,goldthwaite isd,1.23,1.18,1.19,2.05,2.19,1.98,h,560
mills,mullin isd,2.13,0,NA,0.96,0,3.85,h,337
mills,priddy isd,0,0,0,0,0,0,h,107
mitchell,colorado isd,0,0.11,0.29,0,0.1,0.11,g,999
mitchell,loraine isd,0,NA,0.69,0,0,0,h,170
mitchell,westbrook isd,2.96,2.89,1.77,1.13,0.8,0,h,272
montague,bowie isd,0.71,0.57,0.59,0.75,1.66,2.8,g,1691
montague,forestburg isd,NA,0,NA,0,1.96,NA,h,161
montague,gold burg isd,13.5,0,0,0.7,1.56,0,h,120
montague,montague isd,0.93,0.92,3.23,4.2,NA,2.82,h,146
montague,nocona isd,0.36,0.23,0.37,0.64,0.88,1.41,h,796
montague,prairie valley isd,NA,NA,4.48,NA,2.88,4.96,h,150
montague,saint jo isd,1.14,1.14,0,0,0.79,1.14,h,270
montgomery,adventist christian academy of texas,5.32,4.76,NA,NA,NA,0,o,NA
montgomery,christ community school,NA,2.33,5.21,3.66,3.88,NA,o,NA
montgomery,conroe isd,1.14,0.15,1.93,1.88,1.72,1.89,c,59764
montgomery,covenant christian school,7.61,7.24,5.85,4.97,5.93,9.47,o,321
montgomery,esprit international school,NA,5.51,7.59,13.59,0.88,12.75,o,NA
montgomery,kids r kids no. 20 conroe,NA,NA,NA,0,0,NA,o,NA
montgomery,legacy preperatory christian academy,NA,NA,NA,NA,8.15,12.44,o,NA
montgomery,lifestyle christian school,NA,NA,12.07,14.13,15.74,15.6,o,NA
montgomery,magnolia isd,1.72,1.36,1.72,1.82,2.11,NA,d,12816
montgomery,montgomery isd,1.82,2.19,2.45,2.35,2.53,2.83,d,8296
montgomery,new caney isd,0.6,0.79,0.78,0.71,0.9,1.11,d,14677
montgomery,oakridge christian academy,15.12,11.5,NA,11.4,NA,NA,o,NA
montgomery,sacred heart catholic sch,0,0,0,0,0.34,0,o,297
montgomery,splendora isd,0.84,0.81,0.89,0.85,1.24,1.54,d,3886
montgomery,st. anthony of padua school,0,0,0,0,0,0,o,506
montgomery,the john cooper school,1.21,1.99,1.82,1.82,1.52,1.35,o,1201
montgomery,the woodlands christian academy,4.34,4.18,0,3.77,5.14,5.21,o,520
montgomery,the woodlands methodist school,NA,NA,NA,8.53,9.09,1.81,o,NA
montgomery,willis isd,1.16,1.38,1.24,1.18,1.38,1.92,d,7311
moore,dumas isd,0.14,0.21,0.18,0.21,0.14,0.17,g,4536
moore,sunray isd,0.4,0,0,0,0,0,h,548
morris,daingerfield-lone star isd,0.09,0.09,0,0.1,0.1,0.1,g,1038
morris,pewitt cisd,0,0,0.22,0.11,0.23,0.47,g,937
motley,motley county isd,0,0,NA,0,0.65,0.62,h,159
nacogdoches,central heights isd,1.62,1.46,NA,1.63,1.69,1.92,f,1158
nacogdoches,chireno isd,0.29,0,0,0.57,0.53,1.35,f,403
nacogdoches,christ episcopal school,2.44,5.33,NA,NA,NA,NA,o,NA
nacogdoches,cushing isd,0,0.59,0.57,0.6,0.89,0.19,h,560
nacogdoches,douglass isd,0.76,0.94,0.89,1.08,1.72,1.67,h,466
nacogdoches,etoile isd,0,0.76,NA,0.87,0,0,h,140
nacogdoches,garrison isd,0.66,0.54,1.33,1.05,1.13,0.45,h,706
nacogdoches,martinsville isd,2.23,1.12,0.86,0.88,1.66,1.33,h,385
nacogdoches,nacogdoches isd,0.19,0.2,0.27,0.34,0.57,0.45,e,6382
nacogdoches,regents academy,NA,NA,NA,37.75,30.77,4.46,o,NA
nacogdoches,stephen f austin state university charte,3.57,4.78,2.8,3.72,0.39,2.75,o,221
nacogdoches,woden isd,1.21,1.11,0.82,0.7,1.1,0.43,h,783
navarro,blooming grove isd,0.13,0.36,0.48,0.36,0.11,0.11,d,934
navarro,corsicana isd,0.21,0.21,0.27,0.28,0.29,0.32,d,5794
navarro,dawson isd,0,NA,0,0.44,0.68,0.62,h,468
navarro,frost isd,1.41,0.94,0.72,0.47,0,0,h,456
navarro,james l collins catholic sch,0,NA,NA,0,0,NA,o,NA
navarro,kerens isd,0.32,1.07,0.51,0.54,0.35,0.17,h,609
navarro,mildred isd,0.14,0.28,0.15,0.14,0,0.14,e,727
navarro,rice isd,0.23,0.55,0.83,0.84,0.57,0.58,d,927
newton,burkeville isd,0,0.36,0.71,1.44,1.82,0.39,h,286
newton,deweyville isd,0,0,0,0.47,0,0,h,590
newton,newton isd,0.88,1.3,NA,1.91,1.53,2.62,g,1037
nolan,blackwell cisd,1.41,2.31,4.2,2.24,2.13,2.05,h,150
nolan,highland isd,2.59,1.35,0.49,0.46,0.94,1.37,h,226
nolan,roscoe isd,1,0.41,0.19,0.71,0.94,0.37,o,345
nolan,sweetwater isd,0.05,0.25,0.1,0.39,0.15,0.49,g,2231
nueces,agua dulce isd,0,0,0,0,0.83,0.83,h,358
nueces,annapolis christian academy,5.69,3.96,8.66,7.85,5.28,7.23,o,232
nueces,banquete isd,0,NA,0,0.32,0.33,0.34,g,948
nueces,bishop cisd,0.08,0.32,0.62,0.38,0.08,0.35,g,1386
nueces,bishop garriga middle sch,0,0,0,0,0,0,o,184
nueces,calallen isd,0.38,0.43,0.5,0.38,0.45,0.88,g,4058
nueces,central catholic elementary,0,0,NA,0,NA,NA,o,NA
nueces,christ the king elementary sch,0,0,0,NA,NA,NA,o,NA
nueces,corpus christi isd,0.28,0.31,0.35,0.41,0.49,0.59,c,38327
nueces,corpus christi montessori school,NA,0.64,NA,1.19,6.63,6.99,i,168
nueces,dr m l garza-gonzalez charter school,NA,0,0,0,0,0,o,152
nueces,driscoll isd,1.38,0.95,0,0,1.07,2.11,h,313
nueces,first baptist school corpus christi,0,NA,NA,NA,NA,NA,o,NA
nueces,flour bluff isd,0.72,0.19,0.92,1.23,1.45,1.5,d,5745
nueces,holy family catholic sch,0,0,0,0,0,NA,o,142
nueces,incarnate word academy elemenatry level,0.49,0,0,0,0,0,o,283
nueces,john paul ii high school corpus christi,0,0.57,0.56,0,0,0,o,348
nueces,london isd,2.41,2.39,2.39,1.62,1.38,1.28,f,959
nueces,most precious blood sch,0,0,0,0,0,0,o,214
